order_id,region_id,city,courier_id,lng,lat,aoi_id,aoi_type,accept_time,accept_gps_time,accept_gps_lng,accept_gps_lat,delivery_time,delivery_gps_time,delivery_gps_lng,delivery_gps_lat,ds
4447172,31,Jilin,435,126.56213,43.8655,570,1,05-17 08:00:00,05-17 08:00:00,126.56601,43.87076,05-17 13:04:00,05-17 13:04:00,126.5593,43.8673,0517
4358233,31,Jilin,435,126.56223,43.86655,570,1,08-07 08:10:00,08-07 08:10:00,126.56613,43.87073,08-07 11:29:00,08-07 11:29:00,126.56282,43.86662,0807
3482956,31,Jilin,435,126.56191,43.86769,570,1,08-01 08:11:00,08-01 08:11:00,126.56607,43.87096,08-01 08:57:00,08-01 08:57:00,126.5613,43.86797,0801
1761826,31,Jilin,435,126.56285,43.86704,570,1,07-02 08:10:00,07-02 08:10:00,126.56593,43.8709,07-02 10:03:00,07-02 10:03:00,126.56224,43.86709,0702
4152509,31,Jilin,435,126.56369,43.86512,570,1,09-07 08:55:00,09-07 08:55:00,126.56611,43.87074,09-07 15:16:00,09-07 15:16:00,126.5639,43.86523,0907
2250016,31,Jilin,435,126.56327,43.86591,570,1,09-25 12:30:00,09-25 12:30:00,nan,nan,09-25 16:58:00,09-25 16:58:00,126.56433,43.86586,0925
2610260,31,Jilin,435,126.56218,43.86652,570,1,09-28 08:21:00,09-28 08:21:00,126.56616,43.87073,09-28 11:51:00,09-28 11:51:00,126.56225,43.86677,0928
623163,31,Jilin,435,126.56184,43.86596,570,1,08-19 08:02:00,08-19 08:02:00,126.5661,43.8708,08-19 13:17:00,08-19 13:17:00,126.56223,43.86606,0819
692200,31,Jilin,1558,126.56255,43.86558,570,1,10-05 08:01:00,10-05 08:01:00,126.56616,43.87069,10-05 13:55:00,10-05 13:55:00,126.56618,43.87069,1005
236676,31,Jilin,1558,126.5642,43.8656,570,1,10-10 09:14:00,10-10 09:14:00,126.56606,43.87065,10-10 14:36:00,10-10 14:36:00,126.56634,43.8707,1010
2237855,31,Jilin,4609,126.56192,43.86757,570,1,06-17 12:34:00,06-17 12:34:00,126.56612,43.87063,06-17 13:06:00,06-17 13:06:00,126.56173,43.86785,0617
347620,31,Jilin,4609,126.56367,43.86539,570,1,06-18 12:18:00,06-18 12:18:00,126.56602,43.8712,06-18 13:03:00,06-18 13:03:00,126.56393,43.86555,0618
2305133,31,Jilin,4609,126.56203,43.86668,570,1,06-17 12:34:00,06-17 12:34:00,126.5661,43.87071,06-17 13:12:00,06-17 13:12:00,126.56245,43.86652,0617
3930116,31,Jilin,4609,126.56189,43.86751,570,1,06-17 08:25:00,06-17 08:25:00,126.56618,43.87104,06-17 09:05:00,06-17 09:05:00,126.56236,43.86842,0617
1629224,31,Jilin,4609,126.56185,43.86753,570,1,06-18 12:24:00,06-18 12:24:00,126.56603,43.87105,06-18 12:49:00,06-18 12:49:00,126.56177,43.86764,0618
4341092,31,Jilin,949,126.58849,43.84201,819,14,09-10 08:04:00,09-10 08:04:00,126.56602,43.8711,09-10 10:00:00,09-10 10:00:00,126.58986,43.84527,0910
188410,31,Jilin,949,126.5871,43.8406,819,14,07-07 07:53:00,07-07 07:53:00,126.5661,43.87092,07-07 09:50:00,07-07 09:50:00,126.59042,43.83929,0707
1179290,31,Jilin,949,126.58717,43.84076,819,14,08-28 08:53:00,08-28 08:53:00,126.5661,43.87108,08-28 10:38:00,08-28 10:38:00,126.58821,43.84214,0828
3541419,31,Jilin,949,126.58712,43.84068,819,14,10-02 09:59:00,10-02 09:59:00,126.58786,43.84245,10-02 10:10:00,10-02 10:10:00,126.58696,43.84051,1002
1014290,31,Jilin,949,126.58747,43.8407,819,14,09-30 08:10:00,09-30 08:10:00,126.56605,43.87106,09-30 11:44:00,09-30 11:44:00,126.58752,43.84069,0930
999258,31,Jilin,949,126.58713,43.84063,819,14,08-29 08:34:00,08-29 08:34:00,126.56598,43.87087,08-29 11:56:00,08-29 11:56:00,126.58644,43.84143,0829
1553172,31,Jilin,949,126.58731,43.84069,819,14,05-30 14:52:00,05-30 14:52:00,126.56602,43.87124,05-30 16:27:00,05-30 16:27:00,126.58769,43.84103,0530
601532,31,Jilin,949,126.58852,43.84205,819,14,09-02 07:48:00,09-02 07:48:00,126.56618,43.87089,09-02 09:51:00,09-02 09:51:00,126.58761,43.84182,0902
2232485,31,Jilin,949,126.58728,43.84071,819,14,08-26 08:55:00,08-26 08:55:00,126.56619,43.87092,08-26 10:48:00,08-26 10:48:00,126.58874,43.84182,0826
3277890,31,Jilin,949,126.58845,43.8415,819,14,09-11 08:47:00,09-11 08:47:00,126.56603,43.87091,09-11 12:21:00,09-11 12:21:00,126.58884,43.84133,0911
28450,31,Jilin,949,126.5884,43.84098,819,14,09-22 07:57:00,09-22 07:57:00,126.56606,43.87103,09-22 09:54:00,09-22 09:54:00,126.58927,43.83943,0922
2157859,31,Jilin,949,126.58713,43.84061,819,14,09-06 08:21:00,09-06 08:21:00,126.56603,43.87092,09-06 11:15:00,09-06 11:15:00,126.58847,43.83871,0906
829416,31,Jilin,949,126.58861,43.84145,819,14,09-01 09:03:00,09-01 09:03:00,126.56613,43.87114,09-01 10:46:00,09-01 10:46:00,126.58775,43.84524,0901
3844755,31,Jilin,949,126.58721,43.84072,819,14,08-18 07:39:00,08-18 07:39:00,126.566,43.87105,08-18 09:46:00,08-18 09:46:00,126.58761,43.84167,0818
4509296,31,Jilin,949,126.58735,43.84066,819,14,05-18 08:55:00,05-18 08:55:00,126.56615,43.87111,05-18 11:43:00,05-18 11:43:00,126.5872,43.84059,0518
245080,31,Jilin,949,126.58744,43.84062,819,14,06-19 13:50:00,06-19 13:50:00,126.56599,43.87077,06-19 15:12:00,06-19 15:12:00,126.58717,43.84061,0619
2704756,31,Jilin,949,126.58839,43.84107,819,14,08-18 07:39:00,08-18 07:39:00,126.56608,43.87105,08-18 09:51:00,08-18 09:51:00,126.58825,43.84116,0818
393583,31,Jilin,949,126.5874,43.84062,819,14,06-15 07:45:00,06-15 07:45:00,126.56606,43.87121,06-15 09:45:00,06-15 09:45:00,126.58709,43.84038,0615
2611512,31,Jilin,949,126.58718,43.84075,819,14,09-20 08:36:00,09-20 08:36:00,126.56614,43.87107,09-20 10:25:00,09-20 10:25:00,126.58743,43.84207,0920
1885731,31,Jilin,949,126.58945,43.84167,819,14,09-20 08:35:00,09-20 08:35:00,126.56609,43.87111,09-20 10:56:00,09-20 10:56:00,126.58987,43.84135,0920
4134821,31,Jilin,949,126.58849,43.84104,819,14,08-01 10:13:00,08-01 10:13:00,126.5661,43.87094,08-01 12:45:00,08-01 12:45:00,126.58825,43.84111,0801
3971571,31,Jilin,949,126.58709,43.8406,819,14,09-26 07:35:00,09-26 07:35:00,126.56595,43.87106,09-26 10:42:00,09-26 10:42:00,126.58694,43.84052,0926
4147571,31,Jilin,949,126.58822,43.84158,819,14,07-25 07:44:00,07-25 07:44:00,126.56627,43.87113,07-25 09:51:00,07-25 09:51:00,126.5911,43.84092,0725
2793674,31,Jilin,949,126.58716,43.84066,819,14,09-22 09:41:00,09-22 09:41:00,126.58662,43.84158,09-22 09:45:00,09-22 09:45:00,126.5867,43.84146,0922
157038,31,Jilin,1558,126.58841,43.84106,819,14,10-06 07:53:00,10-06 07:53:00,126.56619,43.87125,10-06 15:36:00,10-06 15:36:00,126.5663,43.87074,1006
2361215,31,Jilin,1558,126.57838,43.88459,970,1,09-03 09:21:00,09-03 09:21:00,126.56612,43.87075,09-03 10:06:00,09-03 10:06:00,126.57839,43.88464,0903
2916955,31,Jilin,1558,126.57785,43.88545,970,1,09-09 07:57:00,09-09 07:57:00,126.56607,43.87092,09-09 08:52:00,09-09 08:52:00,126.57742,43.88557,0909
338918,31,Jilin,1558,126.57831,43.88469,970,1,09-07 09:03:00,09-07 09:03:00,126.56618,43.87081,09-07 09:55:00,09-07 09:55:00,126.57686,43.88451,0907
2220507,31,Jilin,1558,126.57813,43.88537,970,1,09-10 08:02:00,09-10 08:02:00,126.566,43.87101,09-10 17:25:00,09-10 17:25:00,126.56639,43.87073,0910
782674,31,Jilin,949,126.58887,43.83744,1101,10,08-23 07:41:00,08-23 07:41:00,126.56618,43.87084,08-23 09:50:00,08-23 09:50:00,126.58823,43.83885,0823
4042536,31,Jilin,949,126.58888,43.83732,1101,10,08-18 07:39:00,08-18 07:39:00,126.56603,43.87108,08-18 10:06:00,08-18 10:06:00,126.59,43.83761,0818
2257259,31,Jilin,949,126.58886,43.83754,1101,10,06-07 08:21:00,06-07 08:21:00,126.56607,43.87124,06-07 10:34:00,06-07 10:34:00,126.589,43.83749,0607
1982189,31,Jilin,949,126.58879,43.83752,1101,10,08-31 09:07:00,08-31 09:07:00,126.566,43.87075,08-31 12:14:00,08-31 12:14:00,126.5889,43.83742,0831
3398118,31,Jilin,949,126.58877,43.83751,1101,10,06-15 07:45:00,06-15 07:45:00,126.56618,43.87128,06-15 09:56:00,06-15 09:56:00,126.58999,43.83787,0615
1942128,31,Jilin,4849,126.5735,43.83814,1118,0,09-27 08:13:00,09-27 08:13:00,126.56635,43.87104,09-27 11:29:00,09-27 11:29:00,126.57375,43.83775,0927
4506548,31,Jilin,4849,126.57344,43.83811,1118,0,10-01 07:36:00,10-01 07:36:00,126.56624,43.87077,10-01 11:22:00,10-01 11:22:00,126.57318,43.83808,1001
4292027,31,Jilin,4849,126.57369,43.83854,1118,0,05-25 14:02:00,05-25 14:02:00,126.56621,43.87118,05-25 17:00:00,05-25 17:00:00,126.57406,43.83861,0525
4331080,31,Jilin,4849,126.57356,43.83804,1118,0,09-28 08:31:00,09-28 08:31:00,126.56637,43.87107,09-28 12:07:00,09-28 12:07:00,126.57375,43.83784,0928
2816710,31,Jilin,435,126.56057,43.85828,1530,14,08-22 07:51:00,08-22 07:51:00,126.566,43.87071,08-22 11:37:00,08-22 11:37:00,126.56387,43.86353,0822
4000673,31,Jilin,435,126.56067,43.85821,1530,14,09-28 08:30:00,09-28 08:30:00,126.56612,43.87074,09-28 15:39:00,09-28 15:39:00,126.56615,43.871,0928
1074543,31,Jilin,435,126.56225,43.85851,1530,14,05-18 08:39:00,05-18 08:39:00,126.56594,43.87072,05-18 16:21:00,05-18 16:21:00,126.56465,43.86485,0518
4149099,31,Jilin,435,126.56104,43.85845,1530,14,10-01 07:48:00,10-01 07:48:00,126.56613,43.87064,10-01 11:47:00,10-01 11:47:00,126.56011,43.8584,1001
1891398,31,Jilin,435,126.56098,43.85847,1530,14,06-28 08:48:00,06-28 08:48:00,126.56602,43.8707,06-28 10:20:00,06-28 10:20:00,126.56148,43.85852,0628
3675177,31,Jilin,435,126.56223,43.85868,1530,14,08-26 08:44:00,08-26 08:44:00,126.56614,43.8708,08-26 13:45:00,08-26 13:45:00,126.55601,43.86018,0826
2372409,31,Jilin,435,126.56157,43.85795,1530,14,09-01 08:59:00,09-01 08:59:00,126.56584,43.87097,09-01 13:45:00,09-01 13:45:00,126.55782,43.85891,0901
3640339,31,Jilin,435,126.56159,43.85811,1530,14,07-08 08:12:00,07-08 08:12:00,126.56608,43.87075,07-08 12:53:00,07-08 12:53:00,126.55538,43.86006,0708
1568469,31,Jilin,435,126.5616,43.85812,1530,14,07-22 07:36:00,07-22 07:36:00,126.56602,43.87068,07-22 12:29:00,07-22 12:29:00,126.55738,43.87103,0722
883203,31,Jilin,435,126.56104,43.85841,1530,14,06-25 12:34:00,06-25 12:34:00,126.56596,43.87084,06-25 15:47:00,06-25 15:47:00,126.56084,43.85825,0625
28212,31,Jilin,435,126.56167,43.85818,1530,14,08-13 07:50:00,08-13 07:50:00,126.56615,43.87079,08-13 12:56:00,08-13 12:56:00,126.56123,43.86393,0813
1696947,31,Jilin,435,126.56155,43.85808,1530,14,08-19 07:57:00,08-19 07:57:00,126.56602,43.87064,08-19 12:38:00,08-19 12:38:00,126.56058,43.85851,0819
3434038,31,Jilin,435,126.56226,43.85867,1530,14,09-05 08:29:00,09-05 08:29:00,126.56619,43.87084,09-05 11:32:00,09-05 11:32:00,126.55491,43.86034,0905
668288,31,Jilin,435,126.56107,43.85852,1530,14,07-01 07:59:00,07-01 07:59:00,126.56604,43.87111,07-01 11:02:00,07-01 11:02:00,126.56115,43.85851,0701
194038,31,Jilin,435,126.56094,43.85849,1530,14,06-27 09:48:00,06-27 09:48:00,126.56613,43.871,06-27 11:48:00,06-27 11:48:00,126.56112,43.85848,0627
1492794,31,Jilin,435,126.561,43.85857,1530,14,05-20 07:56:00,05-20 07:56:00,126.56611,43.87084,05-20 13:32:00,05-20 13:32:00,126.56188,43.85859,0520
938735,31,Jilin,435,126.56155,43.85801,1530,14,08-04 08:30:00,08-04 08:30:00,126.56615,43.87082,08-04 11:48:00,08-04 11:48:00,126.55672,43.86014,0804
2128642,31,Jilin,435,126.56239,43.85881,1530,14,08-15 07:59:00,08-15 07:59:00,126.56615,43.87079,08-15 12:52:00,08-15 12:52:00,126.55066,43.86058,0815
1360232,31,Jilin,435,126.56222,43.85855,1530,14,07-17 08:01:00,07-17 08:01:00,126.56617,43.87061,07-17 10:34:00,07-17 10:34:00,126.55952,43.8582,0717
737684,31,Jilin,435,126.56153,43.85801,1530,14,09-08 08:41:00,09-08 08:41:00,126.56591,43.87098,09-08 12:43:00,09-08 12:43:00,126.56336,43.85953,0908
3413952,31,Jilin,435,126.5616,43.8581,1530,14,08-06 07:52:00,08-06 07:52:00,126.56622,43.87065,08-06 12:46:00,08-06 12:46:00,126.56267,43.85895,0806
2479981,31,Jilin,435,126.56127,43.85794,1530,14,08-06 07:51:00,08-06 07:51:00,126.56612,43.87063,08-06 12:35:00,08-06 12:35:00,126.5613,43.85799,0806
4303930,31,Jilin,435,126.56216,43.8586,1530,14,09-25 12:31:00,09-25 12:31:00,nan,nan,09-25 16:20:00,09-25 16:20:00,126.5617,43.85821,0925
1839378,31,Jilin,435,126.56151,43.85807,1530,14,08-13 07:45:00,08-13 07:45:00,126.56619,43.87064,08-13 13:20:00,08-13 13:20:00,126.56344,43.86707,0813
776100,31,Jilin,435,126.56157,43.85794,1530,14,08-14 08:21:00,08-14 08:21:00,126.56616,43.87099,08-14 14:23:00,08-14 14:23:00,126.56118,43.85871,0814
3113663,31,Jilin,435,126.56217,43.85868,1530,14,05-27 08:13:00,05-27 08:13:00,126.56611,43.8707,05-27 12:08:00,05-27 12:08:00,126.55305,43.86037,0527
1124007,31,Jilin,435,126.56157,43.85806,1530,14,06-09 08:32:00,06-09 08:32:00,126.56608,43.8713,06-09 13:12:00,06-09 13:12:00,126.55941,43.85871,0609
505693,31,Jilin,435,126.56158,43.85804,1530,14,07-02 08:12:00,07-02 08:12:00,126.56605,43.87067,07-02 11:13:00,07-02 11:13:00,126.56258,43.85905,0702
