order_id,accept_gps_time,accept_gps_lng,accept_gps_lat
2795226,2023-05-20 17:45:00,126.56613,43.87078
1680820,2023-07-20 07:52:00,126.56615,43.871
4076400,2023-05-18 08:38:00,126.56617,43.87082
3334309,2023-05-27 08:14:00,126.56605,43.87075
3766002,2023-07-14 08:32:00,126.56607,43.87075
3371324,2023-08-26 08:47:00,126.56624,43.8707
1207527,2023-07-25 08:18:00,126.56614,43.87097
2754711,2023-09-30 08:16:00,126.56615,43.87072
3661973,2023-07-06 07:55:00,126.56604,43.87087
3500931,2023-07-02 08:06:00,126.56603,43.87073
649249,2023-06-19 15:03:00,126.55998,43.86688
1564922,2023-09-19 07:48:00,126.56607,43.87066
3783846,2023-09-02 07:40:00,126.56612,43.87079
3141083,2023-07-21 07:50:00,126.5661,43.87083
1103923,2023-07-05 08:52:00,126.56194,43.86761
1930254,2023-05-20 07:53:00,126.56611,43.87087
3397305,2023-05-30 08:43:00,126.56603,43.87064
1397062,2023-07-19 07:48:00,126.56606,43.87065
1205092,2023-06-29 09:23:00,126.56603,43.87073
3926653,2023-05-29 14:19:00,126.56604,43.87108
1994231,2023-07-03 07:45:00,126.56601,43.87077
2741681,2023-06-07 07:53:00,126.5661,43.87074
2535068,2023-09-02 07:44:00,126.56602,43.87085
2948851,2023-09-06 08:00:00,126.566,43.87073
1029070,2023-07-10 07:51:00,126.56603,43.87089
2836703,2023-07-08 08:15:00,126.56618,43.8707
130411,2023-07-18 08:05:00,126.56614,43.87086
3142177,2023-09-01 08:53:00,126.56618,43.87071
2126578,2023-08-30 09:19:00,126.56603,43.87083
2011976,2023-09-21 09:00:00,126.56602,43.87105
3980398,2023-05-29 08:15:00,126.566,43.87079
2656132,2023-08-29 08:40:00,126.56619,43.87088
3680068,2023-08-28 09:41:00,126.56617,43.87076
2551443,2023-09-09 09:15:00,126.56629,43.87103
4447172,2023-05-17 08:00:00,126.56601,43.87076
4358233,2023-08-07 08:10:00,126.56613,43.87073
3482956,2023-08-01 08:11:00,126.56607,43.87096
1761826,2023-07-02 08:10:00,126.56593,43.8709
4152509,2023-09-07 08:55:00,126.56611,43.87074
2250016,2023-09-25 12:30:00,126.56327,43.86591
2610260,2023-09-28 08:21:00,126.56616,43.87073
623163,2023-08-19 08:02:00,126.5661,43.8708
692200,2023-10-05 08:01:00,126.56616,43.87069
236676,2023-10-10 09:14:00,126.56606,43.87065
2237855,2023-06-17 12:34:00,126.56612,43.87063
347620,2023-06-18 12:18:00,126.56602,43.8712
2305133,2023-06-17 12:34:00,126.5661,43.87071
3930116,2023-06-17 08:25:00,126.56618,43.87104
1629224,2023-06-18 12:24:00,126.56603,43.87105
4341092,2023-09-10 08:04:00,126.56602,43.8711
188410,2023-07-07 07:53:00,126.5661,43.87092
1179290,2023-08-28 08:53:00,126.5661,43.87108
3541419,2023-10-02 09:59:00,126.58786,43.84245
1014290,2023-09-30 08:10:00,126.56605,43.87106
999258,2023-08-29 08:34:00,126.56598,43.87087
1553172,2023-05-30 14:52:00,126.56602,43.87124
601532,2023-09-02 07:48:00,126.56618,43.87089
2232485,2023-08-26 08:55:00,126.56619,43.87092
3277890,2023-09-11 08:47:00,126.56603,43.87091
28450,2023-09-22 07:57:00,126.56606,43.87103
2157859,2023-09-06 08:21:00,126.56603,43.87092
829416,2023-09-01 09:03:00,126.56613,43.87114
3844755,2023-08-18 07:39:00,126.566,43.87105
4509296,2023-05-18 08:55:00,126.56615,43.87111
245080,2023-06-19 13:50:00,126.56599,43.87077
2704756,2023-08-18 07:39:00,126.56608,43.87105
393583,2023-06-15 07:45:00,126.56606,43.87121
2611512,2023-09-20 08:36:00,126.56614,43.87107
1885731,2023-09-20 08:35:00,126.56609,43.87111
4134821,2023-08-01 10:13:00,126.5661,43.87094
3971571,2023-09-26 07:35:00,126.56595,43.87106
4147571,2023-07-25 07:44:00,126.56627,43.87113
2793674,2023-09-22 09:41:00,126.58662,43.84158
157038,2023-10-06 07:53:00,126.56619,43.87125
2361215,2023-09-03 09:21:00,126.56612,43.87075
2916955,2023-09-09 07:57:00,126.56607,43.87092
338918,2023-09-07 09:03:00,126.56618,43.87081
2220507,2023-09-10 08:02:00,126.566,43.87101
782674,2023-08-23 07:41:00,126.56618,43.87084
4042536,2023-08-18 07:39:00,126.56603,43.87108
2257259,2023-06-07 08:21:00,126.56607,43.87124
1982189,2023-08-31 09:07:00,126.566,43.87075
3398118,2023-06-15 07:45:00,126.56618,43.87128
1942128,2023-09-27 08:13:00,126.56635,43.87104
4506548,2023-10-01 07:36:00,126.56624,43.87077
4292027,2023-05-25 14:02:00,126.56621,43.87118
4331080,2023-09-28 08:31:00,126.56637,43.87107
2816710,2023-08-22 07:51:00,126.566,43.87071
4000673,2023-09-28 08:30:00,126.56612,43.87074
1074543,2023-05-18 08:39:00,126.56594,43.87072
4149099,2023-10-01 07:48:00,126.56613,43.87064
1891398,2023-06-28 08:48:00,126.56602,43.8707
3675177,2023-08-26 08:44:00,126.56614,43.8708
2372409,2023-09-01 08:59:00,126.56584,43.87097
3640339,2023-07-08 08:12:00,126.56608,43.87075
1568469,2023-07-22 07:36:00,126.56602,43.87068
883203,2023-06-25 12:34:00,126.56596,43.87084
28212,2023-08-13 07:50:00,126.56615,43.87079
1696947,2023-08-19 07:57:00,126.56602,43.87064
3434038,2023-09-05 08:29:00,126.56619,43.87084
668288,2023-07-01 07:59:00,126.56604,43.87111
194038,2023-06-27 09:48:00,126.56613,43.871
1492794,2023-05-20 07:56:00,126.56611,43.87084
938735,2023-08-04 08:30:00,126.56615,43.87082
2128642,2023-08-15 07:59:00,126.56615,43.87079
1360232,2023-07-17 08:01:00,126.56617,43.87061
737684,2023-09-08 08:41:00,126.56591,43.87098
3413952,2023-08-06 07:52:00,126.56622,43.87065
2479981,2023-08-06 07:51:00,126.56612,43.87063
4303930,2023-09-25 12:31:00,126.56216,43.8586
1839378,2023-08-13 07:45:00,126.56619,43.87064
776100,2023-08-14 08:21:00,126.56616,43.87099
3113663,2023-05-27 08:13:00,126.56611,43.8707
1124007,2023-06-09 08:32:00,126.56608,43.8713
505693,2023-07-02 08:12:00,126.56605,43.87067
539971,2023-07-06 07:54:00,126.56605,43.87087
623463,2023-09-11 08:30:00,126.56609,43.87072
2364161,2023-06-17 12:34:00,126.56605,43.87065
1801909,2023-06-17 12:33:00,126.56619,43.8707
129699,2023-08-25 09:27:00,126.56612,43.87109
712288,2023-08-22 08:59:00,126.56608,43.87079
2405854,2023-07-29 08:09:00,126.56606,43.87104
1172914,2023-07-24 07:42:00,126.56618,43.8711
226306,2023-08-16 07:54:00,126.56617,43.87108
2591,2023-06-14 08:52:00,126.56614,43.87068
3152115,2023-05-16 09:26:00,126.56609,43.87099
3050936,2023-07-19 07:33:00,126.56618,43.87072
3248964,2023-06-28 08:48:00,126.5661,43.87106
1787692,2023-07-23 07:24:00,126.56614,43.8707
603700,2023-09-18 08:16:00,126.56605,43.871
935740,2023-08-15 12:51:00,126.5832,43.84237
3969888,2023-10-05 07:42:00,126.56625,43.87094
4056550,2023-10-02 08:06:00,126.56607,43.87079
2740179,2023-09-26 07:41:00,126.56626,43.87108
2970041,2023-07-06 07:37:00,126.56618,43.87069
1289842,2023-09-25 08:07:00,126.56624,43.87109
765808,2023-08-16 07:55:00,126.56612,43.87094
3984957,2023-09-16 09:01:00,126.56661,43.8706
248879,2023-07-09 08:04:00,126.56602,43.8708
2697259,2023-05-27 15:17:00,126.56626,43.87112
3607142,2023-08-22 09:02:00,126.56603,43.87095
204457,2023-07-27 08:28:00,126.56611,43.87114
183646,2023-10-17 08:10:00,126.56601,43.8708
1069057,2023-08-26 09:15:00,126.56612,43.87109
4297646,2023-05-31 10:34:00,126.56581,43.87053
204952,2023-09-03 08:02:00,126.56606,43.8711
2173107,2023-05-20 08:10:00,126.5661,43.87127
3441123,2023-09-05 08:57:00,126.56605,43.87106
2367622,2023-07-12 07:42:00,126.56619,43.87092
1799055,2023-05-20 08:10:00,126.56601,43.87119
2555766,2023-07-31 14:14:00,126.55457,43.87411
3531641,2023-09-07 09:01:00,126.56613,43.87084
1556792,2023-09-03 09:21:00,126.5661,43.87066
155309,2023-09-04 10:48:00,126.56629,43.87085
1124964,2023-09-14 07:56:00,126.56593,43.87127
3847030,2023-08-23 07:39:00,126.56618,43.87093
2962863,2023-06-17 13:20:00,126.56603,43.87108
4008920,2023-06-17 13:23:00,126.56611,43.87117
1997498,2023-07-15 08:17:00,126.56626,43.87107
1958738,2023-08-07 08:20:00,126.56601,43.87105
4132588,2023-05-31 10:08:00,126.56598,43.87075
4280571,2023-06-11 08:31:00,126.56613,43.87126
1531708,2023-07-04 07:56:00,126.5662,43.87128
2669360,2023-05-30 08:23:00,126.56606,43.8708
3333951,2023-07-24 07:43:00,126.56614,43.87093
116584,2023-08-05 07:52:00,126.56606,43.87105
489873,2023-07-28 07:55:00,126.56597,43.871
2144249,2023-08-30 08:35:00,126.56606,43.87098
1275400,2023-08-13 08:27:00,126.56615,43.87091
2560930,2023-06-19 08:23:00,126.56581,43.87065
1367467,2023-05-16 09:12:00,126.56607,43.87128
2286780,2023-06-12 08:36:00,126.56577,43.87108
652335,2023-05-21 08:36:00,126.56603,43.87079
1186258,2023-06-18 14:19:00,126.56607,43.87086
4158462,2023-06-10 09:20:00,126.56622,43.87126
2619547,2023-06-25 13:17:00,126.56608,43.87113
935028,2023-08-09 08:01:00,126.56609,43.8708
386832,2023-07-21 07:47:00,126.56611,43.8708
2393000,2023-08-21 09:10:00,126.56665,43.87071
3195852,2023-10-02 08:20:00,126.56612,43.87108
1361100,2023-06-10 09:19:00,126.56613,43.87118
3229642,2023-06-06 14:46:00,126.56602,43.87103
3226900,2023-07-22 07:45:00,126.56602,43.87111
713065,2023-08-11 09:23:00,126.56611,43.87097
1764472,2023-05-28 08:56:00,126.56614,43.87063
4132213,2023-09-05 08:35:00,126.56619,43.87107
2499549,2023-07-27 08:26:00,126.56621,43.87091
3190223,2023-08-31 13:08:00,126.56619,43.8708
1560241,2023-09-13 07:55:00,126.56601,43.87103
2078293,2023-07-11 07:12:00,126.56601,43.87118
376249,2023-06-19 15:22:00,126.56604,43.87078
1409737,2023-06-06 08:05:00,126.56617,43.87091
61581,2023-07-04 08:02:00,126.56606,43.8707
1176196,2023-07-09 08:05:00,126.5661,43.87104
4499272,2023-07-09 08:05:00,126.56607,43.87114
4196872,2023-07-18 07:29:00,126.56602,43.87083
2826784,2023-05-17 09:21:00,126.56623,43.87091
8948,2023-05-20 15:18:00,126.56613,43.87093
2708630,2023-09-09 08:33:00,126.56598,43.87095
4431714,2023-09-07 08:54:00,126.56609,43.87102
1890363,2023-08-11 08:22:00,126.56624,43.87095
4082458,2023-05-17 09:18:00,126.56614,43.8711
542455,2023-06-06 07:02:00,126.56597,43.87049
3885127,2023-07-06 07:36:00,126.56615,43.87069
2492403,2023-07-14 08:09:00,126.56616,43.87104
181131,2023-08-13 08:25:00,126.56611,43.87106
566991,2023-07-19 07:35:00,126.56606,43.87077
4219594,2023-08-06 08:04:00,126.56608,43.8707
1584868,2023-07-29 14:58:00,126.56611,43.87088
3964751,2023-08-01 07:51:00,126.5661,43.87073
3546375,2023-07-15 08:04:00,126.56615,43.8708
1135510,2023-08-23 09:03:00,126.56635,43.87061
3403110,2023-09-26 07:40:00,126.56593,43.87103
1343228,2023-10-01 07:37:00,126.5662,43.87074
2925934,2023-09-21 09:26:00,126.56637,43.87091
684717,2023-08-24 09:07:00,126.56584,43.87097
2209868,2023-07-21 07:49:00,126.56616,43.87076
872246,2023-07-22 07:44:00,126.56608,43.87085
3419589,2023-08-16 07:56:00,126.56621,43.87107
2132619,2023-08-24 09:07:00,126.56577,43.87108
3490005,2023-09-03 08:34:00,126.56613,43.87092
2708042,2023-09-12 08:16:00,126.56605,43.87106
3750365,2023-08-15 08:06:00,126.56614,43.87118
2023815,2023-09-28 08:30:00,126.56636,43.87091
2886375,2023-05-27 08:50:00,126.5661,43.87115
1637846,2023-09-16 08:59:00,126.56606,43.87067
393495,2023-09-19 07:59:00,126.5663,43.87094
2894143,2023-09-28 08:30:00,126.56636,43.87094
1549064,2023-08-12 08:48:00,126.5661,43.87108
4233167,2023-08-19 08:08:00,126.56617,43.87102
2850206,2023-07-25 07:41:00,126.56611,43.87071
1933872,2023-08-11 09:23:00,126.56616,43.87109
2083804,2023-06-18 14:17:00,126.56619,43.87082
4353032,2023-05-18 09:13:00,126.56603,43.87119
1839447,2023-05-20 15:18:00,126.5662,43.8709
1094208,2023-07-19 07:35:00,126.56607,43.87088
3233865,2023-10-02 08:10:00,126.56601,43.87085
995118,2023-07-01 07:54:00,126.56593,43.87061
4443528,2023-10-12 09:11:00,126.56628,43.87081
11001,2023-10-10 08:40:00,126.56597,43.87089
1127933,2023-08-18 12:29:00,126.58838,43.86309
316761,2023-07-19 07:38:00,126.56605,43.87115
2102763,2023-06-09 13:39:00,126.56602,43.87088
2130253,2023-08-02 08:25:00,126.56618,43.87096
3898535,2023-08-08 08:54:00,126.56605,43.87102
3932182,2023-09-05 08:33:00,126.5662,43.87108
195253,2023-09-01 09:21:00,126.56602,43.87106
1399708,2023-07-03 08:51:00,126.56614,43.87112
1590688,2023-09-21 09:24:00,126.56611,43.87107
3815562,2023-05-24 09:08:00,126.56604,43.87111
4387626,2023-08-28 08:47:00,126.56657,43.87109
2625933,2023-06-14 08:03:00,126.56602,43.8712
3669629,2023-10-04 07:57:00,126.56625,43.87119
267203,2023-09-23 07:53:00,126.56615,43.87107
3880286,2023-06-19 09:47:00,126.56613,43.87071
3326300,2023-07-14 08:11:00,126.56599,43.87062
21548,2023-09-04 08:55:00,126.56599,43.87109
2638472,2023-09-26 07:39:00,126.56629,43.87094
1205802,2023-08-08 08:56:00,126.56633,43.87105
2852028,2023-09-18 08:16:00,126.56608,43.87093
3498947,2023-07-21 07:50:00,126.56594,43.87076
1677461,2023-07-13 07:39:00,126.56613,43.87119
638819,2023-09-26 07:40:00,126.56635,43.87107
1055237,2023-08-01 07:55:00,126.56601,43.87095
1784122,2023-06-06 14:44:00,126.56608,43.871
707934,2023-08-01 07:50:00,126.56616,43.8708
2758916,2023-08-22 09:03:00,126.56629,43.87081
4479272,2023-05-16 09:37:00,126.56598,43.87115
3506018,2023-08-20 08:25:00,126.56617,43.87106
4491396,2023-05-30 08:31:00,126.56606,43.87077
555320,2023-05-20 08:37:00,126.56619,43.87138
4391024,2023-08-06 08:00:00,126.56601,43.87065
2163226,2023-07-15 08:05:00,126.56621,43.87071
4012006,2023-05-16 09:26:00,126.56607,43.87091
1056131,2023-05-30 08:32:00,126.56607,43.87074
4214172,2023-05-30 08:31:00,126.56605,43.87072
2862394,2023-07-01 07:35:00,126.56603,43.8709
3057739,2023-05-20 08:51:00,126.56616,43.87131
3078746,2023-06-14 08:50:00,126.56615,43.87072
1190173,2023-08-10 07:51:00,126.5661,43.87104
2291940,2023-09-20 08:34:00,126.5662,43.87097
1592087,2023-08-21 09:14:00,126.56624,43.87113
1075726,2023-08-18 07:51:00,126.56612,43.87093
2657587,2023-07-16 09:49:00,126.56608,43.87079
3751926,2023-08-08 08:56:00,126.56628,43.87107
246197,2023-07-02 08:00:00,126.56615,43.87112
693464,2023-06-27 15:22:00,126.56629,43.87073
1261963,2023-06-18 08:24:00,126.56608,43.87118
3120263,2023-06-09 09:38:00,126.56604,43.87102
3807549,2023-06-01 07:58:00,126.56618,43.87074
3793009,2023-05-24 09:03:00,126.56598,43.87102
2986902,2023-06-10 09:14:00,126.56632,43.87109
975593,2023-06-08 09:30:00,126.56629,43.8711
3653303,2023-06-17 13:37:00,126.56612,43.87101
1618823,2023-09-22 08:07:00,126.56613,43.87092
3429300,2023-09-17 08:39:00,126.56615,43.87107
984868,2023-08-30 08:50:00,126.56625,43.87107
957693,2023-08-20 08:25:00,126.56616,43.87107
4308320,2023-07-05 07:55:00,126.56623,43.87085
2227894,2023-08-31 13:02:00,126.5661,43.87071
2705970,2023-06-01 07:58:00,126.56624,43.87074
3405788,2023-06-01 07:58:00,126.56612,43.87071
1361402,2023-08-26 09:12:00,126.56609,43.87088
3324472,2023-05-29 08:39:00,126.56628,43.87097
2164452,2023-08-25 09:27:00,126.56612,43.87102
1011012,2023-08-09 08:01:00,126.56604,43.87102
4484049,2023-08-10 07:49:00,126.56602,43.87102
885080,2023-08-05 07:54:00,126.56613,43.87087
1618725,2023-08-31 13:03:00,126.56602,43.87081
3533249,2023-07-17 08:36:00,126.56615,43.87119
2033777,2023-05-27 08:50:00,126.56616,43.87126
3719055,2023-07-04 08:02:00,126.56617,43.87062
2688807,2023-07-17 08:27:00,126.56612,43.87077
3927384,2023-08-08 08:54:00,126.56606,43.87105
2703347,2023-05-19 09:14:00,126.56604,43.87118
2543167,2023-08-11 08:20:00,126.5661,43.87093
2577951,2023-06-27 15:22:00,126.56624,43.87075
1084858,2023-06-03 16:17:00,126.56621,43.87114
2206618,2023-07-30 08:26:00,126.56609,43.87074
2454410,2023-06-12 09:22:00,126.56618,43.87107
2259995,2023-09-10 08:16:00,126.56613,43.871
4488996,2023-06-08 09:32:00,126.56628,43.87106
2026738,2023-06-29 09:15:00,126.56607,43.87116
4190960,2023-06-03 16:17:00,126.5662,43.8712
1351311,2023-07-19 07:37:00,126.56619,43.87094
463323,2023-06-01 07:58:00,126.5662,43.87084
3315968,2023-05-29 08:39:00,126.5662,43.87088
2706437,2023-09-15 07:49:00,126.56603,43.87108
93343,2023-05-31 09:36:00,126.56601,43.87069
3662247,2023-05-31 09:37:00,126.56602,43.87077
4203842,2023-07-03 08:50:00,126.56629,43.87082
492998,2023-06-10 09:15:00,126.56634,43.87094
4355779,2023-06-13 09:42:00,126.56614,43.87109
2540604,2023-07-05 07:55:00,126.56605,43.8711
1426746,2023-09-29 08:23:00,126.56607,43.871
3161198,2023-07-11 07:12:00,126.56616,43.87114
588973,2023-07-22 07:46:00,126.5661,43.87116
492367,2023-08-12 08:52:00,126.56631,43.87095
3084813,2023-09-10 08:16:00,126.56624,43.87096
3544326,2023-09-16 08:56:00,126.5662,43.87111
3215700,2023-08-13 08:27:00,126.56618,43.87106
3610925,2023-08-01 07:50:00,126.56602,43.87085
3471234,2023-07-19 07:37:00,126.56615,43.87081
1379092,2023-07-27 08:26:00,126.56614,43.87071
2149488,2023-09-18 08:15:00,126.56616,43.871
2021589,2023-06-01 07:58:00,126.56616,43.87077
2856253,2023-06-07 08:36:00,126.56619,43.87146
90929,2023-08-22 09:03:00,126.56621,43.87077
57883,2023-07-11 07:12:00,126.5661,43.87079
4499102,2023-08-08 08:56:00,126.56632,43.87103
1891947,2023-06-16 07:38:00,126.56601,43.87063
228514,2023-08-09 08:00:00,126.56604,43.87074
3440171,2023-08-03 07:46:00,126.56605,43.87078
2794391,2023-09-11 09:26:00,126.56604,43.87099
4246913,2023-06-14 08:53:00,126.56632,43.8707
1934014,2023-08-04 14:53:00,126.56613,43.87083
2188374,2023-08-31 13:02:00,126.56603,43.87079
894479,2023-08-31 13:03:00,126.56615,43.87083
2755750,2023-08-16 07:53:00,126.56626,43.87109
3900274,2023-07-20 07:14:00,126.5661,43.87071
2991881,2023-07-25 07:38:00,126.56601,43.87084
1205175,2023-07-24 07:42:00,126.56615,43.87078
808377,2023-05-31 09:38:00,126.56602,43.87087
1438867,2023-07-23 07:24:00,126.56607,43.87079
3569602,2023-07-31 12:55:00,126.56601,43.87065
1350883,2023-07-18 07:30:00,126.56606,43.87081
2292400,2023-09-03 08:36:00,126.5663,43.87101
580877,2023-09-05 08:36:00,126.5661,43.87092
1326167,2023-09-25 08:09:00,126.56642,43.87093
3805493,2023-07-12 11:22:00,126.56608,43.87083
2032478,2023-06-28 08:48:00,126.56607,43.87082
3233933,2023-06-10 09:15:00,126.56601,43.87099
3658728,2023-09-11 09:26:00,126.56613,43.871
476153,2023-09-12 08:12:00,126.56604,43.87061
3571443,2023-09-03 08:36:00,126.56629,43.87106
4350753,2023-07-21 07:50:00,126.56605,43.87082
1248379,2023-07-26 07:55:00,126.56617,43.87117
371665,2023-10-19 08:39:00,126.56611,43.87107
552107,2023-10-11 16:07:00,126.56627,43.87071
1074375,2023-06-13 08:05:00,126.56606,43.87061
1738477,2023-07-25 08:04:00,126.56624,43.87074
2813444,2023-05-29 08:16:00,126.56606,43.87071
4078545,2023-05-20 07:53:00,126.5662,43.8708
3088554,2023-07-21 07:53:00,126.56618,43.87071
3062568,2023-06-18 08:26:00,126.56617,43.871
2419869,2023-06-29 09:39:00,126.56606,43.8711
3514784,2023-09-14 08:00:00,126.56612,43.87107
3207768,2023-09-01 09:02:00,126.56613,43.87113
1397642,2023-08-22 08:03:00,126.56616,43.87106
1127903,2023-08-17 07:46:00,126.56619,43.87104
3818895,2023-07-11 07:21:00,126.56605,43.87101
4270808,2023-10-06 07:58:00,126.56617,43.87081
1283957,2023-10-15 08:55:00,126.56619,43.87101
2817175,2023-09-25 08:08:00,126.56622,43.87115
3692565,2023-09-30 08:45:00,126.56638,43.87099
1671479,2023-09-15 07:45:00,126.5662,43.87111
2631665,2023-07-07 07:46:00,126.5662,43.87067
1447193,2023-06-19 09:48:00,126.56619,43.87078
2282807,2023-09-22 08:08:00,126.56622,43.87101
409749,2023-09-29 08:23:00,126.56624,43.87093
3090726,2023-07-26 08:00:00,126.56603,43.87079
2919841,2023-07-14 08:00:00,126.56653,43.8708
1668904,2023-06-29 09:19:00,126.56632,43.87106
3025458,2023-05-18 09:09:00,126.56602,43.87104
1798853,2023-08-09 08:01:00,126.5661,43.87085
923659,2023-06-25 13:17:00,126.56602,43.87111
2821197,2023-05-29 14:38:00,126.56619,43.87107
4365554,2023-07-02 08:03:00,126.56624,43.87079
2692593,2023-09-26 07:39:00,126.56631,43.87109
3358735,2023-09-01 09:24:00,126.56603,43.87093
1026452,2023-06-03 16:17:00,126.56617,43.8712
2066267,2023-08-21 09:14:00,126.56613,43.87117
2416034,2023-09-19 08:00:00,126.5661,43.87109
2399677,2023-09-23 07:52:00,126.56603,43.87071
1111015,2023-09-07 08:37:00,126.56601,43.87107
1372405,2023-09-25 07:49:00,126.56618,43.87106
1775018,2023-05-24 15:25:00,126.56624,43.87117
3309666,2023-07-03 07:54:00,126.56616,43.87078
490844,2023-08-11 09:21:00,126.56607,43.87085
1914927,2023-09-18 08:15:00,126.56601,43.87091
4228388,2023-05-25 14:52:00,126.56628,43.87115
4290348,2023-07-01 07:50:00,126.56615,43.8712
2663188,2023-07-27 08:23:00,126.56601,43.87099
1789335,2023-09-24 08:21:00,126.56606,43.87101
1549144,2023-05-24 08:58:00,126.56607,43.87126
4407036,2023-07-17 09:11:00,126.56601,43.87118
2092555,2023-06-14 08:04:00,126.56601,43.87123
3114907,2023-06-27 08:43:00,126.56619,43.8712
1553596,2023-09-03 08:01:00,126.56606,43.87082
2596792,2023-09-09 08:08:00,126.5661,43.87113
2267884,2023-09-28 08:19:00,126.56607,43.87119
4155905,2023-05-26 12:14:00,126.56606,43.87119
2548707,2023-06-15 07:46:00,126.56615,43.87135
1530646,2023-08-30 08:41:00,126.56611,43.871
4495311,2023-07-20 07:10:00,126.56611,43.87116
2075925,2023-09-18 08:15:00,126.56601,43.87094
1837619,2023-09-03 08:01:00,126.56617,43.87082
4014267,2023-07-18 08:04:00,126.56605,43.87103
2234807,2023-08-13 08:03:00,126.5661,43.87117
2106111,2023-09-06 15:33:00,126.56614,43.87092
880325,2023-09-04 08:42:00,126.56617,43.87093
1231726,2023-08-04 08:11:00,126.56618,43.87087
103452,2023-05-21 08:55:00,126.56596,43.87111
848525,2023-05-25 14:52:00,126.56614,43.87111
4394382,2023-08-22 08:03:00,126.56612,43.87104
884923,2023-07-12 07:43:00,126.56608,43.87098
3285198,2023-08-24 08:31:00,126.56608,43.87103
885102,2023-06-07 14:09:00,126.56617,43.87105
1378355,2023-09-17 08:37:00,126.56627,43.87116
151205,2023-09-26 07:36:00,126.56598,43.87096
720603,2023-06-10 08:24:00,126.56619,43.87111
3855368,2023-08-26 08:53:00,126.56603,43.87095
4314471,2023-08-15 07:56:00,126.56626,43.87074
1768200,2023-05-16 09:13:00,126.56593,43.87127
2061057,2023-09-05 08:12:00,126.56617,43.87063
3852916,2023-08-11 12:21:00,126.56636,43.87068
3499320,2023-07-07 08:32:00,126.56601,43.87118
810114,2023-07-17 08:00:00,126.56605,43.87075
2357935,2023-06-04 12:41:00,126.56603,43.87077
2268339,2023-05-31 17:32:00,126.56604,43.87068
1071179,2023-09-08 08:54:00,126.56618,43.87105
101960,2023-09-08 12:07:00,126.56593,43.87084
3727301,2023-10-13 08:52:00,126.56624,43.87118
3342704,2023-10-05 08:18:00,126.56615,43.87078
410306,2023-10-13 08:01:00,126.56617,43.87081
1082356,2023-09-07 09:01:00,126.56605,43.87088
1760897,2023-10-04 08:35:00,126.56623,43.87071
64832,2023-10-08 08:26:00,126.56612,43.87089
1634445,2023-10-06 08:34:00,126.56609,43.87079
2233798,2023-10-12 09:09:00,126.56619,43.87081
3193724,2023-09-19 07:48:00,126.56614,43.871
3284816,2023-05-24 15:00:00,126.56607,43.8712
1935481,2023-07-21 07:42:00,126.56607,43.87116
1013742,2023-09-27 08:02:00,126.56604,43.87116
3656182,2023-07-05 08:15:00,126.56611,43.87112
3450386,2023-09-10 08:00:00,126.56629,43.87092
2139672,2023-07-19 07:38:00,126.56602,43.87115
3624568,2023-09-26 07:33:00,126.56611,43.87093
2900451,2023-07-23 09:17:00,126.56597,43.87104
325824,2023-09-17 08:35:00,126.56604,43.87092
1570142,2023-08-28 08:48:00,126.56609,43.87106
4353536,2023-06-29 09:00:00,126.56619,43.87108
432831,2023-07-07 07:55:00,126.56612,43.87102
