courier_id,aoi_id
2615,49270
4474,49270
3559,49295
4474,49295
75,49471
979,49518
2615,49518
4474,49518
487,49607
1103,49607
1177,49607
3559,49607
4598,49607
75,49888
75,49899
4474,50466
75,50660
75,50701
2060,51026
4474,51026
75,51246
75,51293
4474,51311
75,51452
487,51452
2060,51551
2615,51551
3559,51551
4474,51551
75,51904
75,51933
4474,52161
75,52262
2060,52349
4474,52349
487,52595
318,52754
487,52754
75,52823
2618,52823
318,52890
487,52890
2452,52890
75,53336
487,53436
1756,53471
318,53514
487,53514
75,53523
1103,53660
3030,53702
4474,53702
487,53745
1177,53806
3559,53806
979,53855
4474,53855
967,54361
75,54461
487,54611
1103,54611
2618,54611
3030,54611
4474,54611
75,55833
1177,55872
1103,55980
4474,56152
967,56225
979,56362
2060,56362
3559,56362
4474,56362
1103,56697
75,57298
75,57357
487,57381
75,57496
487,57517
2060,57729
3559,57729
4474,57729
1103,58216
4598,58459
218,58508
1103,58508
75,58518
1103,58518
75,58882
75,58926
1087,58926
1103,58926
487,59199
2452,59199
75,59296
1177,60042
87,94
638,94
1520,301
588,493
2925,493
3853,643
588,953
2925,953
2688,1422
588,1700
161,2098
1520,2098
2665,2098
3442,2098
3458,2098
161,2543
1520,2543
2302,2543
2665,2543
2688,2543
3458,2543
638,2569
1520,2569
2665,2569
2688,2644
87,2781
638,2781
161,2796
638,2796
1520,2796
2665,2796
3442,2796
3458,2796
1520,2815
2665,2815
87,2919
638,2919
1520,2993
2665,2993
161,3184
1520,3184
2302,3184
2665,3184
3442,3184
3458,3184
2925,3302
161,3765
323,3765
2688,3765
161,4077
638,4077
1520,4077
2302,4077
2665,4077
3458,4077
2688,4140
2688,4638
87,4932
638,4932
2925,5204
638,5286
1520,5286
2665,5286
1520,5314
2665,5314
3458,5314
638,5512
87,5528
638,5528
323,5916
588,5916
2688,5916
2925,5916
2945,5916
161,6002
1520,6002
2665,6301
638,6408
1520,6620
2688,6651
323,6793
2688,6793
2925,6793
2945,6793
2688,7041
2925,7041
2945,7041
588,7474
2688,8039
588,8542
638,8965
1520,8965
2665,8965
2688,9185
87,9272
638,9272
2688,9519
2688,9794
161,10308
2665,10308
638,10742
2665,10742
2925,11010
2945,11010
3853,11171
87,11400
638,11400
638,11448
2688,11596
588,11649
2665,11649
2925,11649
323,11781
2688,11781
638,11843
1520,11843
2665,11843
2925,11870
588,11976
638,11986
1520,11986
2665,11986
323,11993
2688,11993
2925,11993
2945,11993
2688,12259
638,12322
87,12338
638,12338
1520,12338
1520,13458
2665,13458
3458,13458
1520,13522
2665,13522
3458,13522
1520,13944
1520,14149
2665,14149
638,14162
1520,14162
2665,14162
2925,14176
2688,14343
323,14530
2925,14530
161,14585
1520,14585
2665,14585
87,14774
638,14774
2688,14891
3458,14891
3853,14924
87,15173
638,15173
2665,15173
87,15331
638,15331
2665,15331
1520,15450
87,15597
588,15597
638,15597
638,15663
1520,15663
2665,15663
2688,15896
2925,15896
2665,16125
161,16176
1520,16176
2665,16176
3458,16176
161,16333
1520,16333
2665,16333
2688,16334
323,16413
2688,16413
2925,16413
2945,16413
87,16431
638,16431
2665,16431
2925,17031
1520,17209
2665,17209
323,17238
2688,17238
2925,17238
2945,17238
2688,17436
588,17763
2925,17763
638,17853
2688,18121
2925,18121
161,18136
1520,18136
2302,18136
2665,18136
3458,18136
638,18308
2688,18397
323,18434
2688,18434
2925,18434
2688,18602
323,18691
2688,18691
2925,18691
638,18870
1520,18870
2665,18870
638,19648
1520,20001
2665,20001
161,20220
2665,20220
1520,20782
2925,20962
2688,21269
2925,21269
161,21565
1520,21565
2665,21565
3458,21565
588,21737
87,21915
638,21915
161,22025
638,22025
1520,22025
2665,22025
3458,22025
87,22088
638,22088
3853,22318
1520,22611
638,22663
3408,23092
638,23369
638,23739
1520,23739
2665,23739
638,24717
87,24991
161,24991
638,24991
638,25082
2665,25082
2925,25548
1520,25621
2665,25621
2688,25788
3458,25788
638,26046
1520,26051
2665,26051
3458,26051
588,26130
3408,26130
638,26411
638,26838
3853,26973
2925,27132
2688,27369
588,27438
2688,27457
1520,27564
2302,27564
2665,27564
638,27588
161,27920
638,27920
1520,27920
2665,27920
87,28055
638,28055
1520,28055
2665,28055
1520,28237
2302,28237
2665,28237
323,28308
2925,28308
2665,28357
161,28555
638,28555
1520,28555
2665,28555
3458,28555
161,28769
1520,28769
161,28865
1520,28865
2665,28865
2688,29172
161,29651
588,29651
1520,29651
2665,29651
3442,29651
3458,29651
2688,29846
2925,29941
638,29969
1520,29969
2665,29969
638,30003
2665,30003
2925,30003
638,30101
3458,30111
2925,30128
1520,30134
2665,30134
1520,30166
2665,30166
161,30174
1520,30174
2302,30174
2665,30174
3458,30174
161,30243
1520,30243
2665,30243
2925,30341
87,30370
638,30370
3408,30853
638,30972
1520,30972
2665,30972
161,30982
1520,30982
2665,30982
3458,30982
161,31104
1520,31104
2302,31104
2665,31104
3458,31104
2925,31219
2688,31233
161,31690
323,31690
2688,31690
3458,31690
161,31890
638,31890
1520,31890
2302,31890
2665,31890
3458,31890
161,31969
1520,31969
2665,31969
161,32261
638,32261
1520,32261
2302,32261
2665,32261
3458,32261
638,32529
2688,32529
2688,32927
1520,33179
2925,33185
87,33485
638,33485
2688,34254
1520,34654
1520,35294
2665,35294
3458,35294
1520,35355
2665,35355
161,35652
1520,35652
2302,35652
2665,35652
161,35899
1520,35899
2665,35899
3458,36061
87,36146
588,36146
638,36146
2925,36314
87,36317
638,36317
638,36502
2688,36881
323,36976
2688,36976
2945,36976
3458,36976
638,37168
1520,37198
2688,37198
3458,37312
638,37394
2688,37522
87,38109
638,38109
87,38162
161,38478
1520,38478
2665,38478
638,38523
1520,38523
2665,38523
2688,38647
87,38865
638,38865
638,38870
1520,38870
2665,38870
2925,38870
161,39033
638,39033
1520,39033
2302,39033
2665,39033
87,39500
638,39500
87,39954
161,39954
638,39954
1520,39954
2302,39954
2665,39954
3442,39954
3458,39954
638,40305
1520,40305
2665,40305
161,40617
2688,40617
87,40625
638,40625
161,40850
1520,40850
588,40870
2925,40870
3458,40870
161,41242
638,41242
1520,41242
2665,41242
3458,41242
161,41386
1520,41386
2665,41386
87,41416
638,41416
638,41523
2688,41722
87,41793
638,41793
638,41854
1520,41854
2665,41854
638,41893
1520,41893
2665,41893
161,41907
1520,41907
2302,41907
2665,41907
3458,41907
588,42054
2925,42054
1520,42151
2302,42151
2665,42151
3853,42259
87,42513
638,42513
3853,43839
2688,43872
3458,43872
2925,44021
588,44362
2925,44362
161,44546
323,44546
2688,44546
2945,44546
638,44602
1520,44602
2665,44602
588,44971
2925,44971
161,45262
638,45262
1520,45262
2665,45262
2925,45262
87,45313
638,45313
1520,45352
2665,45352
3458,45352
2688,45574
638,45789
2688,45913
2925,45913
2945,45913
161,45978
638,45978
1520,45978
2302,45978
2665,45978
3458,45978
2688,46021
2925,46021
87,46054
638,46054
1520,46086
2665,46086
2688,46124
2945,46124
2665,46283
1520,46542
638,46639
2688,46651
323,46843
2688,46843
2925,46843
2945,46843
588,46950
2925,46950
638,46996
1520,46996
2665,46996
638,47097
638,47865
1520,48179
2665,48179
2925,48563
588,48611
2925,48611
2688,48929
161,48956
323,48956
2688,48956
2945,48956
3458,48956
588,49059
2925,49059
3458,49059
638,49104
2688,49206
2688,49394
588,49757
2925,49757
2688,49817
1520,50780
2665,50780
161,50817
1520,50817
2665,50817
2688,50841
2925,50841
2688,50860
638,50963
2688,51107
2925,51641
2665,51988
2665,52060
2688,52164
1520,52756
161,52832
638,52832
1520,52832
2665,52832
161,52897
638,52897
1520,52897
2302,52897
2665,52897
3442,52897
3458,52897
1520,53145
2665,53145
2688,53444
161,53534
638,53534
1520,53534
2302,53534
2665,53534
161,53558
638,53558
1520,53558
2302,53558
2665,53558
3458,53558
588,53702
2688,53702
2925,53702
588,53908
2688,53908
638,54089
1520,54089
2665,54089
2688,54288
2925,54288
161,54337
2665,54337
2688,54649
638,54831
2688,55147
3458,55147
161,55257
1520,55257
2665,55355
2688,55355
2688,55512
2925,55512
638,55656
161,55692
638,55692
1520,55692
2302,55692
2665,55692
3458,55692
588,56254
2925,56254
638,56470
2925,56538
638,57086
1520,57086
161,57166
1520,57166
2302,57166
2665,57166
2688,57166
3458,57166
2688,57190
2688,57646
2688,57736
2925,57913
161,57988
323,57988
2688,57988
2925,57988
2945,57988
3458,57988
638,58593
638,58727
161,59136
638,59136
1520,59136
2302,59136
2665,59136
3458,59136
161,59504
638,59504
1520,59504
2302,59504
2665,59504
3458,59504
638,59706
588,59970
2925,59970
323,60103
2688,60103
2925,60103
2945,60103
3458,60103
1656,66
1656,278
3867,278
1656,856
1656,1157
1656,1442
3156,1442
1656,2198
2709,2198
1656,2429
1656,2430
1656,2699
1656,2709
2709,2709
290,2807
1656,2807
1656,2960
2709,2960
1656,3104
1656,3209
1656,3537
2709,3537
1656,4176
1656,4578
1656,4832
2709,4832
1656,4963
1656,5147
2709,5147
2709,5167
1656,5596
1656,6347
290,6591
1656,6591
3156,6591
2709,6609
2709,7152
1656,7617
290,7753
1656,7753
3156,7753
1656,8013
2709,8454
1656,8803
2709,8803
1656,8931
1656,9070
2709,9292
1656,9469
3867,9469
1656,9898
290,9968
1656,9968
3156,9968
1656,10097
2709,10097
1656,10414
1656,10450
1656,10669
1656,11056
1656,11110
2709,11646
2709,11711
290,11942
1656,11942
3156,11942
1656,12242
1656,12560
2709,12560
1656,12748
2709,12748
1656,12912
1656,12920
2709,12920
1656,13077
290,13081
1656,13081
1656,13162
1656,13322
1656,13332
2709,13332
1656,13363
2709,13363
1656,13715
1656,14009
2709,14009
1656,14372
1656,14434
290,14449
1656,14449
3156,14449
2709,14780
1656,15180
1656,15271
1656,15480
1656,15675
1656,15680
1656,15727
290,15784
1656,15784
3156,15784
1656,16074
290,16214
1656,16214
3156,16214
1656,16218
2709,16218
1656,16247
3867,16279
1656,16453
1656,16575
2709,16575
290,17131
1656,17131
1656,17365
3156,17365
1656,17385
1656,17476
1656,18147
3867,18147
1656,18177
2709,18177
1656,18180
2709,18180
1656,18477
2709,18477
1656,18674
1656,18734
1656,18875
3867,19573
1656,20233
290,20287
1656,20287
3156,20287
290,20302
1656,20302
3156,20302
1656,20472
290,20510
1656,20510
2709,20510
3156,20510
3867,20510
3867,20793
2709,20897
1656,20931
2709,21583
1656,21601
1656,21862
1656,22039
2709,22039
1656,22222
1656,22750
290,22795
1656,22795
3156,22795
1656,22939
290,23057
1656,23057
3156,23057
1656,23692
1656,23711
1656,24221
1656,24586
2709,24586
1656,24823
2709,24823
1656,24898
3867,24898
2709,25232
1656,25388
2709,25388
2709,25432
1656,25486
1656,25954
3867,25954
1656,25969
1656,26019
1656,26163
1656,26265
1656,26317
1656,27264
1656,27349
1656,27445
2709,27445
1656,27451
1656,27750
3156,27800
290,28285
1656,28285
3156,28285
1656,28300
1656,28325
1656,28521
1656,28660
2709,29798
1656,29975
2709,29975
1656,30381
1656,30736
2709,30736
1656,31059
1656,31211
1656,31445
3867,31445
1656,31478
1656,31540
2709,31540
1656,31609
290,32120
1656,32120
3156,32120
290,32278
1656,32278
3156,32278
2709,32817
1656,32954
3867,32988
290,33014
1656,33014
3156,33014
1656,33076
1656,33456
1656,33811
2709,34537
290,34564
1656,34564
3156,34564
1656,34708
290,34792
1656,34792
3156,34792
290,34897
1656,34897
3156,34897
1656,34986
2709,34986
3867,35539
1656,36144
2709,36144
1656,36520
1656,36555
290,36608
1656,36608
3156,36608
3867,36773
1656,36858
2709,36858
2709,36886
1656,37245
2709,37444
290,37898
1656,37898
3156,37898
1656,38179
1656,38354
3156,38354
3867,38564
290,38605
1656,38605
3156,38605
2709,38634
3867,38639
290,38917
1656,38917
2709,38917
1656,39032
290,39323
1656,39323
1656,40086
290,40627
1656,40627
2709,40627
1656,41353
290,41743
1656,41743
3156,41743
1656,41829
290,41958
1656,41958
3156,41958
1656,42367
1656,42533
1656,42556
3867,42556
1656,42776
1656,42941
1656,42964
2709,43073
1656,43391
3156,43391
1656,43438
1656,43822
2709,43822
290,44371
1656,44371
3867,44823
1656,44829
1656,44957
2709,44957
290,45011
1656,45011
2709,45011
3156,45011
1656,45141
3867,45418
1656,45843
2709,45843
3156,45843
1656,46022
3156,46022
290,46151
1656,46151
3156,46151
2709,46532
2709,46583
2709,46758
290,46879
1656,46879
3156,46879
1656,46983
1656,47071
2709,47071
1656,47231
2709,47231
290,47911
1656,47911
3156,47911
1656,48229
1656,48381
2709,48381
3156,48381
1656,48743
2709,48743
1656,48955
1656,49360
1656,49561
2709,49561
1656,49656
1656,49738
2709,49738
1656,49784
1656,50004
290,50187
1656,50187
3867,50269
290,50490
1656,50490
3156,50490
1656,50534
1656,50643
1656,50772
290,50791
1656,50791
290,51027
1656,51027
3156,51027
1656,51216
1656,51435
2709,51435
3867,51955
290,51998
1656,51998
3156,51998
2709,52137
2709,52281
1656,52391
2709,52391
1656,52567
1656,52982
1656,53121
2709,53121
2709,53590
1656,54058
2709,54344
1656,54436
2709,54436
1656,54452
2709,54452
3156,54452
1656,54765
2709,54765
1656,54874
1656,55165
3156,55165
1656,55561
1656,55984
1656,55985
290,56360
1656,56360
3156,56360
1656,56405
2709,56405
1656,56586
2709,56586
1656,56593
1656,56618
3156,56618
1656,57081
1656,57187
1656,57390
1656,57397
1656,58064
3156,58064
1656,58067
1656,58403
290,58723
1656,58723
3156,58723
1656,58769
1656,58814
1656,58876
2709,58876
290,59278
1656,59278
3156,59278
1656,59794
2709,59794
290,60052
1656,60052
3156,60052
