order_id,region_id,city,courier_id,aoi_id,aoi_type,accept_time,delivery_time,delivery_duration,is_delayed
204952,31,Jilin,949,1996,14,2023-09-03 08:02:00,2023-09-03 11:51:00,3.816666666666667,1
2173107,31,Jilin,949,1996,14,2023-05-20 08:10:00,2023-05-20 11:53:00,3.716666666666667,1
3441123,31,Jilin,949,1996,14,2023-09-05 08:57:00,2023-09-05 13:46:00,4.816666666666666,1
2367622,31,Jilin,949,1996,14,2023-07-12 07:42:00,2023-07-12 10:20:00,2.6333333333333333,1
1799055,31,Jilin,949,1996,14,2023-05-20 08:10:00,2023-05-20 12:01:00,3.85,1
2555766,31,Jilin,435,2236,14,2023-07-31 14:14:00,2023-07-31 14:21:00,0.11666666666666667,0
3531641,31,Jilin,1558,2236,14,2023-09-07 09:01:00,2023-09-07 10:13:00,1.2,0
1556792,31,Jilin,1558,2236,14,2023-09-03 09:21:00,2023-09-03 10:01:00,0.6666666666666666,0
155309,31,Jilin,1558,2236,14,2023-09-04 10:48:00,2023-09-04 11:31:00,0.7166666666666667,0
1124964,31,Jilin,949,2553,14,2023-09-14 07:56:00,2023-09-14 14:24:00,6.466666666666667,1
3847030,31,Jilin,949,2553,14,2023-08-23 07:39:00,2023-08-23 11:39:00,4.0,1
2962863,31,Jilin,949,2553,14,2023-06-17 13:20:00,2023-06-17 17:05:00,3.75,1
4008920,31,Jilin,949,2553,14,2023-06-17 13:23:00,2023-06-17 16:59:00,3.6,1
1997498,31,Jilin,949,2553,14,2023-07-15 08:17:00,2023-07-15 12:07:00,3.8333333333333335,1
1958738,31,Jilin,949,2553,14,2023-08-07 08:20:00,2023-08-07 12:03:00,3.716666666666667,1
4132588,31,Jilin,949,2553,14,2023-05-31 10:08:00,2023-05-31 14:56:00,4.8,1
4280571,31,Jilin,949,2553,14,2023-06-11 08:31:00,2023-06-11 13:52:00,5.35,1
1531708,31,Jilin,949,2553,14,2023-07-04 07:56:00,2023-07-04 12:35:00,4.65,1
2669360,31,Jilin,949,2553,14,2023-05-30 08:23:00,2023-05-30 12:59:00,4.6,1
3333951,31,Jilin,949,2553,14,2023-07-24 07:43:00,2023-07-24 10:51:00,3.1333333333333333,1
116584,31,Jilin,949,2553,14,2023-08-05 07:52:00,2023-08-05 11:42:00,3.8333333333333335,1
489873,31,Jilin,949,2553,14,2023-07-28 07:55:00,2023-07-28 12:04:00,4.15,1
2144249,31,Jilin,949,2553,14,2023-08-30 08:35:00,2023-08-30 13:29:00,4.9,1
1275400,31,Jilin,4849,2553,14,2023-08-13 08:27:00,2023-08-13 13:41:00,5.233333333333333,1
2560930,31,Jilin,435,2796,1,2023-06-19 08:23:00,2023-06-19 14:06:00,5.716666666666667,1
1367467,31,Jilin,435,2796,1,2023-05-16 09:12:00,2023-05-16 12:31:00,3.316666666666667,1
2286780,31,Jilin,435,2796,1,2023-06-12 08:36:00,2023-06-12 12:53:00,4.283333333333333,1
652335,31,Jilin,435,2796,1,2023-05-21 08:36:00,2023-05-21 13:10:00,4.566666666666666,1
1186258,31,Jilin,4849,2928,13,2023-06-18 14:19:00,2023-06-18 17:27:00,3.1333333333333333,1
4158462,31,Jilin,4849,2928,13,2023-06-10 09:20:00,2023-06-10 12:27:00,3.1166666666666667,1
2619547,31,Jilin,4849,2928,13,2023-06-25 13:17:00,2023-06-25 15:16:00,1.9833333333333334,0
935028,31,Jilin,4849,2928,13,2023-08-09 08:01:00,2023-08-09 13:41:00,5.666666666666667,1
386832,31,Jilin,4849,2928,13,2023-07-21 07:47:00,2023-07-21 10:20:00,2.55,1
2393000,31,Jilin,4849,2928,13,2023-08-21 09:10:00,2023-08-21 15:29:00,6.316666666666666,1
3195852,31,Jilin,4849,2928,13,2023-10-02 08:20:00,2023-10-02 14:26:00,6.1,1
1361100,31,Jilin,4849,2928,13,2023-06-10 09:19:00,2023-06-10 12:12:00,2.8833333333333333,1
3229642,31,Jilin,4849,2928,13,2023-06-06 14:46:00,2023-06-06 16:41:00,1.9166666666666667,0
3226900,31,Jilin,4849,2928,13,2023-07-22 07:45:00,2023-07-22 13:25:00,5.666666666666667,1
713065,31,Jilin,4849,2928,13,2023-08-11 09:23:00,2023-08-11 10:51:00,1.4666666666666666,0
1764472,31,Jilin,4849,2928,13,2023-05-28 08:56:00,2023-05-28 11:12:00,2.2666666666666666,1
4132213,31,Jilin,4849,2928,13,2023-09-05 08:35:00,2023-09-05 12:39:00,4.066666666666666,1
2499549,31,Jilin,4849,2928,13,2023-07-27 08:26:00,2023-07-27 14:58:00,6.533333333333333,1
3190223,31,Jilin,4849,2928,13,2023-08-31 13:08:00,2023-08-31 16:23:00,3.25,1
1560241,31,Jilin,4849,2928,13,2023-09-13 07:55:00,2023-09-13 13:08:00,5.216666666666667,1
2078293,31,Jilin,4849,2928,13,2023-07-11 07:12:00,2023-07-11 13:50:00,6.633333333333334,1
376249,31,Jilin,4849,2928,13,2023-06-19 15:22:00,2023-06-19 16:21:00,0.9833333333333333,0
1409737,31,Jilin,4849,2928,13,2023-06-06 08:05:00,2023-06-06 11:47:00,3.7,1
61581,31,Jilin,4849,2928,13,2023-07-04 08:02:00,2023-07-04 14:12:00,6.166666666666667,1
1176196,31,Jilin,4849,2928,13,2023-07-09 08:05:00,2023-07-09 13:13:00,5.133333333333334,1
4499272,31,Jilin,4849,2928,13,2023-07-09 08:05:00,2023-07-09 12:50:00,4.75,1
4196872,31,Jilin,4849,2928,13,2023-07-18 07:29:00,2023-07-18 14:25:00,6.933333333333334,1
2826784,31,Jilin,4849,2928,13,2023-05-17 09:21:00,2023-05-17 10:33:00,1.2,0
8948,31,Jilin,4849,2928,13,2023-05-20 15:18:00,2023-05-20 17:02:00,1.7333333333333334,0
2708630,31,Jilin,4849,2928,13,2023-09-09 08:33:00,2023-09-09 17:06:00,8.55,1
4431714,31,Jilin,4849,2928,13,2023-09-07 08:54:00,2023-09-07 13:05:00,4.183333333333334,1
1890363,31,Jilin,4849,2928,13,2023-08-11 08:22:00,2023-08-11 10:43:00,2.35,1
4082458,31,Jilin,4849,2928,13,2023-05-17 09:18:00,2023-05-17 10:20:00,1.0333333333333334,0
542455,31,Jilin,4849,2928,13,2023-06-06 07:02:00,2023-06-06 11:28:00,4.433333333333334,1
3885127,31,Jilin,4849,2928,13,2023-07-06 07:36:00,2023-07-06 12:10:00,4.566666666666666,1
2492403,31,Jilin,4849,2928,13,2023-07-14 08:09:00,2023-07-14 17:01:00,8.866666666666667,1
181131,31,Jilin,4849,2928,13,2023-08-13 08:25:00,2023-08-13 10:13:00,1.8,0
566991,31,Jilin,4849,2928,13,2023-07-19 07:35:00,2023-07-19 18:38:00,11.05,1
4219594,31,Jilin,4849,2928,13,2023-08-06 08:04:00,2023-08-06 13:11:00,5.116666666666666,1
1584868,31,Jilin,4849,2928,13,2023-07-29 14:58:00,2023-07-29 16:23:00,1.4166666666666667,0
3964751,31,Jilin,4849,2928,13,2023-08-01 07:51:00,2023-08-01 11:45:00,3.9,1
3546375,31,Jilin,4849,2928,13,2023-07-15 08:04:00,2023-07-15 14:59:00,6.916666666666667,1
1135510,31,Jilin,4849,2928,13,2023-08-23 09:03:00,2023-08-23 13:02:00,3.9833333333333334,1
3403110,31,Jilin,4849,2928,13,2023-09-26 07:40:00,2023-09-26 11:39:00,3.9833333333333334,1
1343228,31,Jilin,4849,2928,13,2023-10-01 07:37:00,2023-10-01 13:34:00,5.95,1
2925934,31,Jilin,4849,2928,13,2023-09-21 09:26:00,2023-09-21 14:28:00,5.033333333333333,1
684717,31,Jilin,4849,2928,13,2023-08-24 09:07:00,2023-08-24 12:52:00,3.75,1
2209868,31,Jilin,4849,2928,13,2023-07-21 07:49:00,2023-07-21 10:36:00,2.783333333333333,1
872246,31,Jilin,4849,2928,13,2023-07-22 07:44:00,2023-07-22 13:45:00,6.016666666666667,1
3419589,31,Jilin,4849,2928,13,2023-08-16 07:56:00,2023-08-16 12:03:00,4.116666666666666,1
2132619,31,Jilin,4849,2928,13,2023-08-24 09:07:00,2023-08-24 12:47:00,3.6666666666666665,1
3490005,31,Jilin,4849,2928,13,2023-09-03 08:34:00,2023-09-03 10:55:00,2.35,1
2708042,31,Jilin,4849,2928,13,2023-09-12 08:16:00,2023-09-12 12:24:00,4.133333333333334,1
3750365,31,Jilin,4849,2928,13,2023-08-15 08:06:00,2023-08-15 11:13:00,3.1166666666666667,1
2023815,31,Jilin,4849,2928,13,2023-09-28 08:30:00,2023-09-28 11:39:00,3.15,1
2886375,31,Jilin,4849,2928,13,2023-05-27 08:50:00,2023-05-27 13:26:00,4.6,1
1637846,31,Jilin,4849,2928,13,2023-09-16 08:59:00,2023-09-16 11:06:00,2.1166666666666667,1
